,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,regularMarketPrice,logo_url,address2,fax,toCurrency,lastDividendDate,impliedSharesOutstanding
111,8212,Consumer Cyclical,5500.0,"SIG Combibloc Group AG provides aseptic carton packaging systems and solutions for beverage and liquid food products. The company provides aseptic carton packaging filling machines, aseptic carton packaging sleeves, and closures, as well as spare parts, maintenance, digital, add-on, training, and other services. It primarily operates in Europe, the Middle East, Africa, the Asia Pacific, and the Americas. The company was founded in 1853 and is headquartered in Neuhausen am Rheinfall, Switzerland.",Neuhausen am Rheinfall,41 52 543 12 29,,Switzerland,[],http://www.sig.biz,1.0,Laufengasse 18,Packaging & Containers,22.14,22.6,20.211071,0.017524842,1.7080001,,22.88,,686251.0,,22.14,21.025,0.388,22.6,686251.0,,,,0.42,1619395200.0,0.387578,,,22.46,2.0,CHF,98.44155,481077.0,,,,7277869056.0,,,1056192.0,4.0074167,22.46,22.86,,0.0,481077.0,23.54,,,,14.48,0.0,False,0.0186,0.0,22.88,EBS,SIG Combibloc Grp N,SIG Combibloc Group AG,Europe/Zurich,CEST,False,7200000,,EQUITY,SIGN.SW,,,finmb_874468,3ceef4eb-d2db-3ed3-8a6c-2f72919ed1cb,ch_market,,4.739,,0.03744,18.115,,,,,320047008.0,,,5.667,,,,1609372800.0,0.57308,68000000.0,0.231,,,4.0127053,0.055630002,1672444800.0,1609372800.0,,,302345168.0,8606468096.0,,,,,,-0.29,,,,,,,,22.74,https://logo.clearbit.com/sig.biz,,41 52 674 65 56,,,
112,80333,Industrials,197000.0,"Siemens Aktiengesellschaft, a technology company, focuses in the areas of automation and digitalization in Europe, Commonwealth of Independent States, Africa, the Middle East, the Americas, Asia, and Australia. Its Digital Industries segment offers automation systems and software for factories, numerical control systems, motors, drives and inverters, and integrated automation systems for machine tools and production machines; process control systems, machine-to-machine communication products, sensors and radio frequency identification systems; production and product lifecycle management software; mechatronic systems simulation and testing software; and cloud-based industrial Internet of Things operating system. The company's Smart Infrastructure segment supplies and connects energy systems and building technologies to enhance efficiency and sustainability; and supports customers to address technology shifts. Its Mobility segment provides passenger and freight transportation, such as rail vehicles, rail automation and electrification systems, road traffic technology, digital solutions, and related services; and mobility system services. The company's Siemens Healthineers segment offers medical technology and software solutions; and clinical consulting and training services. Its Siemens Financial Services segment provides leasing solutions and equipment; and debt and equity investment products. The company was founded in 1847 and is headquartered in Munich, Germany.",Munich,49 89 636 00,,Germany,[],http://www.siemens.com,1.0,Werner-von-Siemens-Strasse 1,Specialty Industrial Machinery,140.44,140.0,121.2972,0.024921674,0.7544,,140.46,,1360392.0,,140.44,135.496,3.5,140.0,1360392.0,,,,3.5,1612396800.0,1.115725,,,139.46,2.0,EUR,26.420774,1385885.0,,,,112223117312.0,,,1732667.0,1.9505191,139.46,140.42,,100000.0,1385885.0,142.46,,,3.45,76.78,140.38,False,0.0249,44200.0,140.46,GER,SIEMENS AG  NA O.N.,Siemens Aktiengesellschaft,Europe/Berlin,CEST,False,7200000,,EQUITY,SIE.DE,,,finmb_394038,,de_market,,2.523,,0.07519,19.228,0.7265798,,,,799310016.0,,,46.321,,,,1601424000.0,0.31870002,4294000128.0,5.314,3.9,0.48360574,3.0310225,0.06,1664496000.0,1609372800.0,,,800037967.0,145153556480.0,,,,,,0.274,,,,,,,,140.4,https://logo.clearbit.com/siemens.com,,49 69 6682 6664,,1580947200.0,
113,NE13 9AA,Technology,11647.0,"The Sage Group plc, together with its subsidiaries, provides technology solutions and services for small and medium businesses in North America, Northern Europe, Central and Southern Europe, and internationally. It offers cloud native solutions, such as Sage Intacct, a cloud financial management platform; Sage People, a cloud HR and people management solution; Sage Accounting, a solution for small businesses, accountants and bookkeepers to remotely manage customer data, accounts, and people; Sage Payroll, a payroll and HR software; and CakeHR, a HR management solution that enables small businesses to manage workforces with tools comprises reporting, organization chart, pay slip, and absence request. The company also provides cloud connected and hybrid solutions, including Sage X3, a business management solution; and Sage 50cloud and Sage 200cloud provides a range of cloud connected accounting solutions. The company was founded in 1981 and is headquartered in Newcastle upon Tyne, the United Kingdom.",Newcastle upon Tyne,,,United Kingdom,[],http://www.sage.com,1.0,North Park,Software—Application,629.2,655.6,621.73474,0.000273363,0.6057,,657.2,,2526106.0,,629.2,592.9257,0.172,655.6,2526106.0,,,,0.23,1610582400.0,0.52104,,,646.0,2.0,GBp,23.209965,2513697.0,,,,7099653632.0,,,3348321.0,3.730769,646.0,680.0,,0.0,2513697.0,774.4,0.19221927,,2.34,543.2,0.0,False,0.036,0.0,657.2,LSE,SAGE GROUP PLC ORD 1 4/77P,The Sage Group plc,Europe/London,BST,True,3600000,,EQUITY,SGE.L,,,finmb_740253,93159ff3-5263-3c1d-9846-e62974ccd767,gb_market,,3.845,,0.16290002,13.183,,,33.93,,1088519936.0,,,1.512,,,,1601424000.0,0.69276,310000000.0,28.1,,,431.3492,0.00354,1664496000.0,1601424000.0,,,1086645726.0,7316539904.0,,1370822400.0,77:81,,,-0.232,,,,,,,,652.2,https://logo.clearbit.com/sage.com,,,,,
114,3048,Communication Services,19062.0,"Swisscom AG provides telecommunication services primarily in Switzerland, Italy, and internationally. The company operates through three segments: Swisscom Switzerland, Fastweb, and Other Operating. It offers mobile and fixed-network services, such as telephony, broadband, TV, and mobile communications, as well as sells terminal equipment; and telecom and communications solutions for large corporations and small and medium-sized enterprises. The company also provides cloud, outsourcing, workplace, mobile phone, networking, business process optimization, SAP, and security and authentication solutions, as well as a range of services to the banking industry; Internet of Things solutions; digitization services to the healthcare sector; IT systems for health insurance companies; fixed-line and mobile networks by other telecommunication service providers; and roaming to foreign operators whose customers use its mobile networks, as well as broadband services and regulated products. In addition, it plans, operates, and maintains network infrastructure and IT systems; provides support functions to finance, human resource, and strategy, as well as management of real estate and vehicle fleet; and offers broadband and mobile services, such as telephony and broadband services, as well as ICT solutions for residential, business, and wholesale customers. Further, the company provides IT and network services; online and telephone directories; and cross-platform retail media and security communication services, as well as builds and maintains wired and wireless networks. Swisscom AG was founded in 1852 and is headquartered in Bern, Switzerland.",Bern,41 58 221 99 11,,Switzerland,[],http://www.swisscom.ch,1.0,Alte Tiefenaustrasse 6,Telecom Services,486.4,488.0,480.05713,0.045230262,0.74480003,,488.7,,155246.0,,486.4,480.38235,22.0,488.0,155246.0,,,,22.0,1617667200.0,0.114617,,,483.1,2.0,CHF,16.420639,128612.0,,,,25123921920.0,,,169394.0,2.2634163,483.1,486.3,,0.0,128612.0,548.0,,,4.6,456.3,0.0,False,0.0454,0.0,488.7,EBS,SWISSCOM N,Swisscom AG,Europe/Zurich,CEST,True,7200000,,EQUITY,SCMN.SW,,,finmb_392154,2bd9a3cb-68f7-3fc2-b1e2-d36105a87fba,ch_market,,3.031,,0.13784,9.297,,,,,51801900.0,,,183.198,,,,1609372800.0,0.18244,1530000000.0,29.536,,,2.6474087,0.50952,1672444800.0,1609372800.0,,,25390204.0,33644943360.0,,,,,,-0.262,,,,,,,,485.0,https://logo.clearbit.com/swisscom.ch,,,,,
115,6052,Industrials,66674.0,"Schindler Holding AG engages in the production, installation, maintenance, and modernization of passenger and freight elevators, escalators, and moving walks worldwide. It also offers digital media services for engaging communication channels, such as Schindler Ahead DoorShow, which displays information, advertising, and announcements on the elevator doors; Schindler Ahead SmartMirror, a mirror and a screen for entertainment or information; and Schindler Ahead AdScreen, an advertising and communication space. In addition, the company provides transit management services through its destination control system. It offers its products and services to residential buildings, commercial and office buildings, hotels, healthcare facilities, shopping malls and retail facilities, public transport locations, institutional buildings, and marines, as well as stadiums, arenas, and convention centers. The company was founded in 1874 and is based in Hergiswil, Switzerland.",Hergiswil,41 41 632 85 50,,Switzerland,[],http://www.schindler.com,1.0,Seestrasse 55,Specialty Industrial Machinery,276.3,279.5,248.54143,0.014477018,0.59610003,,279.7,,115575.0,,276.3,262.5647,4.0,279.5,115575.0,,,,4.0,1616630400.0,0.594684,,,277.3,2.0,CHF,41.594635,142290.0,,,,29450633216.0,,,119579.0,2.7679167,277.3,280.0,,0.0,142290.0,281.1,,,1.65,206.5,277.2,False,0.0143,0.0,279.7,EBS,SCHINDLER PS,Schindler Holding AG,Europe/Zurich,CEST,True,7200000,,EQUITY,SCHP.SW,,,finmb_781747,7b8fffe5-65d3-3eb0-a304-53b79345adb2,ch_market,,2.6,,0.06786,21.908,,,,,40696400.0,,,36.184,,,,1609372800.0,0.41018,722000000.0,6.71,,,7.7133546,0.0,1672444800.0,1609372800.0,,,60058924.0,27669272576.0,,1143417600.0,10:1,,,-0.049,,,,,,,,279.1,https://logo.clearbit.com/schindler.com,,,,,
116,0180,Communication Services,5182.0,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Nordic Marketplaces, News Media, Financial Services, and Growth segments. It operates online marketplaces, as well as offers online classifieds services that provide technology-based services to connect buyers and sellers; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in the printing and distribution of newspapers and parcels for businesses and consumers; and offering digital marketplaces for consumer lending. It offers newspaper under the VG, Aftenposten, Bergens Tidende, Aftonbladet, and SvenskaDagbladet brands; and financial services primarily under the Lendo brand name. The company operates in Norway, Sweden, Finland, other European countries, and internationally. Schibsted ASA was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,,Norway,[],http://www.schibsted.com,1.0,Akersgata 55,Publishing,318.0,322.6,322.3688,0.006289308,0.0,,334.0,,129802.0,,318.0,313.7314,2.0,322.6,129802.0,,,,2.0,1620345600.0,0.689368,,,322.0,2.0,NOK,91.13233,112360.0,,,,83315630080.0,,,132622.0,6.454573,322.0,350.0,,19800.0,112360.0,392.6,,,,188.5,307.0,False,0.0062,49700.0,334.0,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,SCHB.OL,,,finmb_878146,b1a894a0-8db7-323e-bced-65ce26c26d75,no_market,,6.824,,0.06647,61.514,,,,,129476000.0,,,43.524,,,,1609372800.0,0.5775,1091000064.0,3.665,,,7.6739273,0.26056,1672444800.0,1609372800.0,,,166065824.0,88087707648.0,,,,,,4.698,,,,,,,,334.0,https://logo.clearbit.com/schibsted.com,,47 23 10 66 01,,,
117,69190,Technology,102430.0,"SAP SE operates as an enterprise application software company worldwide. The company operates through four segments: Applications, Technology & Support; Concur; Qualtrics; and Services. It offers SAP S/4HANA, an enterprise resource planning suite for intelligent technologies; SAP Integrated Business Planning for Supply Chain, a cloud-based solution that delivers real-time supply chain planning capabilities; SAP Intelligent Asset Management, a solution that helps to define, plan, and monitor service and maintenance strategy; SAP SuccessFactors Human Experience Management Suite, a cloud software that helps to develop, manage, and engage people; SAP Ariba, a digital business-to-business marketplace; SAP Concur, a travel and expense management software; and SAP Fieldglass, a cloud application for services procurement and contingent workforce management. The company also provides SAP solutions for enterprise information management that offers capabilities to understand, integrate, cleanse, manage, associate, and archive data; SAP HANA and SAP HANA Cloud, which enables businesses to process and analyze live data; SAP Analytics Cloud, a cloud analytics solution; SAP BusinessObjects Business Intelligence, a suite of flexible and scalable self-service BI tools; SAP Data Warehouse Cloud, a cloud data warehouse solution for business and IT users; and SAP BW/4HANA, an on-premise data warehouse solution. In addition, it offers SAP Integration Suite that help customers with holistic integration, and API-based and event-based integrations; SAP Extension Suite that provides ready-to-use services to accelerate and develop application extensions; SAP Internet of Things, a cloud solution that generates business outcomes; and SAP Intelligent Robotic Process Automation, a software robot to mimic human actions and responses. SAP SE was founded in 1972 and is headquartered in Walldorf, Germany.",Walldorf,49 6227 7 47474,,Germany,[],http://www.sap.com,1.0,Dietmar-Hopp-Allee 16,Software—Application,109.36,111.54,108.36257,0.016916607,0.3632,,112.38,,2403696.0,,109.36,104.00588,1.85,111.54,2403696.0,,,,1.85,1620864000.0,0.968992,,,110.48,2.0,EUR,25.816093,2369418.0,,,,132466843648.0,,,2830774.0,4.8455205,110.48,0.0,,56500.0,2369418.0,143.32,,,1.39,89.93,0.0,False,0.0165,76700.0,112.38,GER,SAP SE O.N.,SAP SE,Europe/Berlin,CEST,True,7200000,,EQUITY,SAP.DE,,,finmb_126475,f712dd36-6b9e-3963-bd54-2057498c36d0,de_market,,5.168,,0.1882,18.68,,,,,1193650048.0,,,25.193,,,,1609372800.0,0.34136,5144999936.0,4.35,,,4.4575872,0.11091,1672444800.0,1609372800.0,,,1042830707.0,141274759168.0,,961977600.0,3:1,,,0.178,,,,,,,,112.3,https://logo.clearbit.com/sap.com,,49 6227 7 57575,,,
118,111 22,Industrials,38266.0,"Sandvik AB (publ) operates as an engineering company in the areas of mining and rock excavation, metal cutting, and materials technology worldwide. It offers metal-cutting tools and tooling systems, including boring, drilling, milling, reaming, and turning tools. The company also provides mining and construction equipment and tools, such as crushers and screens, underground drill rigs and bolters, surface drill rigs, underground loaders and trucks, mechanical cutting equipment, rock tools and drills, and parts and services. In addition, it offers stainless steels, special alloys, and titanium products comprising tube, pipe, fittings, and flanges; bars and billets; controlled expansion alloy products; precision strip steels; medical fine wire; and metal powders products. Further, the company offers advisory services for the additive manufacturing, additive manufacturing services, and powders for additive manufacturing; and various powder products and recycling services, and furnace products and heating systems. It serves aerospace, automotive, construction, general engineering, mining, nuclear power generation, oil and gas, process, and renewable energy industries. The company was founded in 1862 and is headquartered in Stockholm, Sweden.",Stockholm,46 84 56 11 00,,Sweden,[],http://www.home.sandvik,1.0,Kungsbron 1,Specialty Industrial Machinery,239.8,240.7,202.11143,0.018765638,0.0,,242.8,,2380114.0,,239.8,231.90883,4.5,240.7,2380114.0,,,,4.5,1619568000.0,1.222037,,,240.0,2.0,SEK,34.910137,1559895.0,,,,304565911552.0,,,2533858.0,3.5249054,240.0,242.7,,0.0,1559895.0,243.4,22.254812,,,132.2,242.6,False,0.0185,0.0,242.8,STO,Sandvik AB,Sandvik AB (publ),Europe/Stockholm,CEST,True,7200000,,EQUITY,SAND.ST,,,finmb_621806,29734f9f-265a-3176-ab47-334543bb9b46,se_market,,3.458,,0.10109,18.103,,,10.91,,1254390016.0,,,51.883,,,,1609372800.0,0.53716,8766999552.0,6.955,,,4.6797605,0.02562,1672444800.0,1609372800.0,,,1062239087.0,298751918080.0,,1149724800.0,5:1,,,,,,,,,,,242.8,https://logo.clearbit.com/home.sandvik,"Section G, plan 6 Kungsbron 1 Section G",,,,
119,75724,Industrials,78900.0,"Safran SA, together with its subsidiaries, engages in the aerospace and defense businesses worldwide. The company operates through three segments: Aerospace Propulsion, Aircraft Equipment, and Defense. The Aerospace Propulsion segment designs, develops, produces, and markets propulsion systems for commercial aircraft, military transport, training and combat aircraft, rocket engines, civil and military helicopters, and tactical missiles and drones. This segment also offers maintenance, repair, and overhaul services, as well as sells spare parts. The Aircraft Equipment segment provides landing gear and brakes; engine systems and associated equipment, such as thrust reversers and nacelles; and mechanical power transmission systems. This segment also offers electrical power generation cycle and associated engineering services; ventilation systems; and maintenance, repair, and related services, as well as sells spare parts. Its products and services are used in civil and military aircraft, and helicopters. The Defense segment designs, develops, manufactures, and markets optronic, avionic, and electronic solutions and services, as well as offers software for civil and defense applications. This segment also develops inertial navigation systems for aviation, naval, and land applications; flight commands for helicopters, and tactical optronic systems and drones; and defense equipment and systems. It serves naval, land, and aviation defense industries. Safran SA was incorporated in 1924 and is based in Paris, France.",Paris,33 1 40 60 80 80,,France,[],http://www.safran-group.com,1.0,"2, Boulevard du GÃ©nÃ©ral Martial Valin",Aerospace & Defense,119.48,120.94,109.70536,0.0035989287,0.0,,122.26,,816146.0,,119.48,117.700294,0.43,120.94,816146.0,,,,0.43,1622419200.0,1.442967,,,118.78,2.0,EUR,148.9,643821.0,,,,50853756928.0,,,860936.0,3.0306172,118.78,0.0,,0.0,643821.0,127.45,20.680555,,,67.02,0.0,False,0.0036000002,0.0,122.26,PAR,SAFRAN,Safran SA,Europe/Paris,CEST,True,7200000,,EQUITY,SAF.PA,,,finmb_874864,764dd536-e237-38bc-befa-4208c115f63a,fr_market,,3.242,,0.02098,19.753,,,5.76,,426912000.0,,,28.926,,,,1609372800.0,0.42431998,352000000.0,0.8,,,4.1180944,0.18524,1672444800.0,1609372800.0,,,325626409.0,54399311872.0,,1103673600.0,5:1,,,-0.318,,,,,,,,119.12,https://logo.clearbit.com/safran-group.com,Cedex 15,,,,
120,N1 9FX,Industrials,48200.0,"Rolls-Royce Holdings plc operates as an industrial technology company in the United Kingdom and internationally. The company operates in four segments: Civil Aerospace, Power Systems, Defence, and ITP Aero. The Civil Aerospace segment develops, manufactures, and sells aero engines for large commercial aircraft, regional jet, and business aviation markets, as well as provides aftermarket services. The Power Systems segment provides high-speed and medium-speed reciprocating engines, and propulsion and power generation systems for the marine, defense, power generation, and industrial markets. The Defence segment offers aero engines for military transport and patrol aircraft applications; and naval engines and submarine nuclear power plants, as well as aftermarket services. The ITP Aero segment engages in the design, research and development, manufacture and casting, assembly, and testing of aeronautical engines and gas turbines. It also provides maintenance, repair, and overhaul services for regional airlines, as well as business aviation, industrial, and defense applications. Rolls-Royce Holdings plc was founded in 1884 and is headquartered in London, the United Kingdom.",London,44 20 7222 9020,,United Kingdom,[],http://www.rolls-royce.com,1.0,Kings Place,Aerospace & Defense,111.88,111.34,97.02525,0.0,0.0,,113.6,,41167304.0,,111.88,109.99314,0.0,111.34,41167304.0,,,,,1587600000.0,1.884274,,,110.52,2.0,GBp,,38041285.0,,,,9361671168.0,,,56786487.0,0.7917516,110.52,114.0,,0.0,38041285.0,159.4277,0.042362742,,,0.896,108.52,False,,0.0,113.6,LSE,ROLLS-ROYCE HOLDINGS PLC ORD SH,Rolls-Royce Holdings plc,Europe/London,BST,True,3600000,,EQUITY,RR.L,,,finmb_408374,3fe6cde3-4401-3d0c-8ca9-147c245fd605,gb_market,,1.121,,-0.2681,-11.154,,,26.41,,8367600128.0,,,-0.588,,,,1609372800.0,0.61936,-3169999872.0,-52.9,,,,0.0017200001,1672444800.0,1609372800.0,,,8218303896.0,13250774016.0,,,,,,,,,,,,,,111.88,https://logo.clearbit.com/rolls-royce.com,90 York Way,,,,
121,MK7 8LE,Communication Services,560.0,"Rightmove plc, together with its subsidiaries, operates property portals in the United Kingdom. It operates through Agency, New Homes, and Other segments. The Agency segment provides property resale and letting advertising services on its platforms. The New Homes segment provides property advertising services to new home developers and housing associations on its platforms. The Other segment offers overseas and commercial property advertising services; and non-property advertising services that include third party advertising and data services. The company also provides tenant references and rent guarantee insurance services to landlords. It serves estate agents, lettings agents, and new homes developers. Rightmove plc was founded in 2000 and is based in Milton Keynes, the United Kingdom.",Milton Keynes,,,United Kingdom,[],http://plc.rightmove.co.uk,1.0,2 Caldecotte Lake Business Park,Internet Content & Information,602.8,618.0,625.061,7.465163e-05,0.0,,621.4,,2623565.0,,602.8,592.18286,0.045,618.0,2623565.0,,,,0.04,1619654400.0,0.645625,,,610.0,2.0,GBp,49.079365,1713863.0,,,,5370328064.0,,,2444339.0,26.105417,610.0,676.0,,0.0,1713863.0,690.0,0.31631717,,,452.8,0.0,False,0.0073,0.0,621.4,LSE,RIGHTMOVE PLC ORD 0.1P,Rightmove plc,Europe/London,BST,False,3600000,,EQUITY,RMV.L,,,finmb_22757600,170f375a-0edb-373b-a98a-2ac031f9006a,gb_market,,25.77,,0.53362,38.704,,,19.55,,868422976.0,,,0.141,,,,1609372800.0,0.92689,109775000.0,12.6,,,4385.816,0.00737,1672444800.0,1609372800.0,,,862760985.0,5301398528.0,,1535673600.0,10:1,,,-0.301,,,,,,,,618.4,https://logo.clearbit.com/plc.rightmove.co.uk,Caldecotte Lake Drive Caldecotte,,,,
122,70567,Technology,1978.0,"RIB Software SE creates, develops, and sells software solutions for the construction enterprises and projects across various industries worldwide. Its solutions include iTWO Civil, a CAD software for infrastructure, civil engineering, road and sewer construction; iTWO e-tendering platform that provides e-business and e-tendering solutions for construction and supply services; and RIBTEC, an integrated software that enables structural engineers in structural designing of building and ground engineering, finite element calculation, and tunnel and bridge construction, as well as drawing of formwork and reinforcement plans. The company also provides project consultancy support services, and software maintenance, as well as training services. RIB Software SE has a strategic alliance with Microsoft to establish a vertical cloud platform MTWO for the architecture, engineering, and construction industries. The company was founded in 1961 and is headquartered in Stuttgart, Germany. RIB Software SE is a subsidiary of Schneider Electric Investment AG.",Stuttgart,49 711 7873 191,,Germany,[],http://www.rib-software.com/en,1.0,Vaihinger Strasse 151,Software—Application,28.8,29.0,26.598286,0.034027778,0.3529,,29.0,,674.0,,28.8,27.32353,0.98,29.0,674.0,,,,0.98,1620777600.0,0.416389,,,28.5,2.0,EUR,88.11728,3181.0,,,,1487203712.0,,,3528.0,5.8417706,28.5,0.0,,69800.0,3181.0,29.36,,,0.96,22.16,0.0,False,0.0343,103200.0,29.0,GER,RIB SOFTWARE SE  NA EO 1,RIB Software SE,Europe/Berlin,CEST,False,7200000,,EQUITY,RIB.DE,,,finmb_20962987,7889a143-1746-3229-ac12-8ae7d9ed5cb0,de_market,,5.226,,0.0641,32.816,,,,,52091200.0,,,8.851,,,,1609372800.0,0.01372,17123000.0,0.324,,,3.225624,0.96422,1672444800.0,1609372800.0,,,1097561.0,1330490624.0,,,,,,,,,,,,,,28.55,https://logo.clearbit.com/rib-software.com,,49 711 7873 311,,,
123,WC2N 5JR,Communication Services,33200.0,"RELX PLC provides information-based analytics and decision tools for professional and business customers in North America, Europe, and internationally. It operates through four segments: Scientific, Technical & Medical; Risk; Legal; and Exhibitions. The Scientific, Technical & Medical segment provides information and analytics that help institutions and professionals to progress in science and advance healthcare. The Risk segment offers information-based analytics and decision tools that combine public and industry specific content with technology and algorithms to assist clients in evaluating and predicting risk. The Legal segment provides legal, regulatory, and business information and analytics that help customers in decision-making, as well as enhance the productivity. The Exhibitions segment is involved in the events business. The company was formerly known as Reed Elsevier PLC and changed its name to RELX PLC in July 2015. The company was incorporated in 1903 and is headquartered in London, the United Kingdom.",London,44 20 7166 5500,,United Kingdom,[],http://www.relx.com,1.0,1-3 Strand,Publishing,1880.0,1911.0,1763.4503,0.00025,0.72309995,,1960.5713,,2739041.0,,1880.0,1766.2572,0.47,1911.0,2739041.0,,,,0.47,1619654400.0,0.459579,,,1898.0,2.0,GBp,30.22943,1939898.0,,,,36923088896.0,,,3342007.0,5.1931205,1898.0,1970.0,,0.0,1939898.0,2000.0,18.370193,,2.37,1484.9,1861.0,False,0.025,0.0,1960.5713,LSE,RELX PLC ORD 14 51/116P,RELX PLC,Europe/London,BST,True,3600000,,EQUITY,REL.L,,,finmb_380521,a7a35d2e-348b-34ae-a067-e13cc655fa89,gb_market,,6.149,,0.17215,20.643,,,1.04,,1932640000.0,,,1.09,,,,1609372800.0,0.60557,1224000000.0,63.2,,,1752.7522,0.00496,1672444800.0,1609372800.0,,,1911881703.0,43721027584.0,,1199664000.0,58:67,,,-0.069,,,,,,,,1910.5,https://logo.clearbit.com/relx.com,,44 20 7166 5799,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,WC2R 0RL,Communication Services,20000.0,"Pearson plc provides educational materials and learning technologies. The company operates in four segments: Global Online Learning, Global Assessment, North America Courseware, and International. It provides test development, processing, and scoring services to governments, educational institutions, corporations, and professional bodies. The company also offers content across the curriculum and a range of education services, including teacher development, educational software, and system-wide solutions, as well as owns and operates colleges and schools comprising virtual schools. It provides content, assessment, and digital services to schools, colleges, and universities, as well as professional and vocational education to learners. Pearson plc was founded in 1844 and is headquartered in London, the United Kingdom.",London,44 20 7010 2000,,United Kingdom,[],http://www.pearson.com,1.0,80 Strand,Publishing,793.6,799.6,669.3199,0.00024571572,0.4756,,816.8,,1427939.0,,793.6,778.86285,0.195,799.6,1427939.0,,,,0.2,1616630400.0,0.200996,,,799.4,2.0,GBp,19.653658,1053406.0,,,,6073588736.0,,,2645026.0,1.7879273,799.4,815.0,,0.0,1053406.0,909.0,0.14415027,,4.21,412.085,721.4,False,0.024600001,0.0,816.8,LSE,PEARSON PLC ORD 25P,Pearson plc,Europe/London,BST,True,3600000,,EQUITY,PSON.L,,,finmb_134992,c4accb20-43bf-3399-b354-374acb8ba33b,gb_market,,1.947,,0.09126,18.121,,,55.9,,753734016.0,,,5.483,,,,1609372800.0,0.86227,310000000.0,41.0,,,146.96335,0.00789,1672444800.0,1609372800.0,,,704128706.0,6614276096.0,,708566400.0,2:1,,,0.207,,,,,,,,805.8,https://logo.clearbit.com/pearson.com,,44 20 7010 6060,,,
